id,text,stars,categoria
264,No cumplió del todo mis expectativas. Los audífonos de Rukan el color no se parece nada a la foto del sitio.,2,electronica
265,"Superó mis expectativas. Es súper fácil de armar, en 10 minutos estaba listo. Además, el diseño es precioso y funcional a la vez.",5,textil
266,Muy decepcionado con esta compra. Compré un velador con luz Estudio Maule y el tamaño real es bastante menor al que aparece en la descripción. Y lo peor: el material se siente mucho más barato de lo que se ve en las fotos. Y lo peor: el servicio al cliente no respondió ningún correo.,1,iluminacion
267,Bastante conforme con el producto. El diseño es precioso y funcional a la vez.,4,textil
268,Cumple bien lo que promete. Se nota el cuidado en los detalles y terminaciones. Lo único es que faltaban tornillos y tuve que comprarlos por mi cuenta.,4,mueble
269,Increíble calidad. El acabado se ve mucho más caro de lo que costó.,5,iluminacion
270,"Alfombra de Fabril: está bien para el precio, aunque esperaba un poco más.",3,textil
271,Bastante conforme con el producto. El proceso de compra y despacho fue impecable.,4,textil
272,"Una de las peores experiencias de compra que he tenido. Compré un colgante LED Bosque Design y el acabado tiene burbujas y marcas de fábrica. Y lo peor: venía con una pieza rota dentro de la caja. Sumado a eso, el tamaño real es bastante menor al que aparece en la descripción.",1,iluminacion
273,"Realmente una mala experiencia de principio a fin. Compré unos audífonos Cordillera Home y no coincide para nada con las medidas publicadas. Por si fuera poco, el tamaño real es bastante menor al que aparece en la descripción. Sumado a eso, faltaban tornillos y tuve que comprarlos por mi cuenta.",1,electronica
274,Cumple bien lo que promete. El diseño es precioso y funcional a la vez.,4,iluminacion
275,Cumple bien lo que promete. El proceso de compra y despacho fue impecable. Lo único es que el tamaño real es bastante menor al que aparece en la descripción.,4,electronica
276,Superó mis expectativas. Quedó espectacular en el living.,5,iluminacion
277,"No lo recomiendo para nada. Compré un organizador de escritorio Puno Studio y olía fuerte a químico los primeros días. Por si fuera poco, las instrucciones de armado están mal traducidas y no calzan con las piezas. No compraría de nuevo en esta tienda.",1,papeleria
278,Superó mis expectativas. Llegó antes de lo prometido y muy bien embalado. También es exactamente como se veía en las fotos.,5,papeleria
279,"No lo recomiendo para nada. Compré un set de rotuladores Casa Sur y las instrucciones de armado están mal traducidas y no calzan con las piezas. Por si fuera poco, llegó golpeado por todos lados, el embalaje era pésimo. Además, el servicio al cliente no respondió ningún correo. Para peor, el color no se parece nada a la foto del sitio.",1,papeleria
280,Bastante conforme con el producto. Quedó espectacular en el living.,4,iluminacion
281,"Muy decepcionado con esta compra. Compré una alfombra Fabril y el color no se parece nada a la foto del sitio. Para peor, el servicio al cliente no respondió ningún correo.",1,textil
282,"Esperaba algo mejor, la verdad. El teclado mecánico de Norden el tamaño real es bastante menor al que aparece en la descripción.",2,electronica
283,"Realmente una mala experiencia de principio a fin. Compré un closet modular Estudio Maule y llegó golpeado por todos lados, el embalaje era pésimo. Además, el envío se demoró casi tres semanas más de lo prometido. Para peor, no coincide para nada con las medidas publicadas. Una lástima, esperaba mucho más de esta marca.",1,mueble
284,No cumplió del todo mis expectativas. La repisa de Casa Sur el tamaño real es bastante menor al que aparece en la descripción.,2,mueble
285,Muy buena compra en general. El acabado se ve mucho más caro de lo que costó. Lo único es que el color no se parece nada a la foto del sitio.,4,iluminacion
286,Muy buena compra en general. El acabado se ve mucho más caro de lo que costó.,4,papeleria
287,"Muy decepcionado con esta compra. Compré un cargador rápido Lumina y el envío se demoró casi tres semanas más de lo prometido. Y lo peor: faltaban tornillos y tuve que comprarlos por mi cuenta. Por si fuera poco, tuve que pagar de mi bolsillo la devolución, algo que no avisaron. Pedí el reembolso y no pienso volver a comprar acá.",1,electronica
288,Muy recomendado. Es exactamente como se veía en las fotos.,5,mueble
289,"Perfecto, tal cual se describe. Quedó espectacular en el living. También el proceso de compra y despacho fue impecable.",5,papeleria
290,"Esperaba algo mejor, la verdad. El colgante LED de Fabril tuve que pagar de mi bolsillo la devolución, algo que no avisaron.",2,iluminacion
291,"Una de las peores experiencias de compra que he tenido. Compré un velador con luz Cordillera Home y se despegó una parte a la semana de uso. Y lo peor: olía fuerte a químico los primeros días. Además, el envío se demoró casi tres semanas más de lo prometido. Definitivamente no vale lo que cuesta.",1,iluminacion
292,No cumplió del todo mis expectativas. La cinta LED de Norden el material se siente mucho más barato de lo que se ve en las fotos.,2,iluminacion
293,Increíble calidad. Llegó antes de lo prometido y muy bien embalado. También es exactamente como se veía en las fotos.,5,mueble
294,Muy recomendado. El acabado se ve mucho más caro de lo que costó.,5,mueble
295,"Tiene varios detalles que no me convencieron. La funda de sofá de Tallerín el color no se parece nada a la foto del sitio. Eso sí, se nota el cuidado en los detalles y terminaciones.",2,textil
296,Muy buena compra en general. El acabado se ve mucho más caro de lo que costó.,4,papeleria
297,"Una de las peores experiencias de compra que he tenido. Compré una silla Tallerín y olía fuerte a químico los primeros días. Sumado a eso, el material se siente mucho más barato de lo que se ve en las fotos. Además, el color no se parece nada a la foto del sitio. Además, las instrucciones de armado están mal traducidas y no calzan con las piezas. Pedí el reembolso y no pienso volver a comprar acá.",1,mueble
298,"Una de las peores experiencias de compra que he tenido. Compré una lámpara de pie Cordillera Home y no coincide para nada con las medidas publicadas. Por si fuera poco, olía fuerte a químico los primeros días. Sumado a eso, tuve que pagar de mi bolsillo la devolución, algo que no avisaron. Por si fuera poco, faltaban tornillos y tuve que comprarlos por mi cuenta.",1,iluminacion
299,"No lo recomiendo para nada. Compré un aplique de pared Estudio Maule y llegó golpeado por todos lados, el embalaje era pésimo. Sumado a eso, venía con una pieza rota dentro de la caja. Para peor, las instrucciones de armado están mal traducidas y no calzan con las piezas. Definitivamente no vale lo que cuesta.",1,iluminacion
300,"Perfecto, tal cual se describe. Quedó espectacular en el living. También llegó antes de lo prometido y muy bien embalado.",5,papeleria
301,"Aplique de pared de Cordillera Home: llegó a tiempo, aunque el embalaje podría mejorar.",3,iluminacion
302,"No lo recomiendo para nada. Compré un cuaderno de diseño Estudio Maule y el envío se demoró casi tres semanas más de lo prometido. Sumado a eso, llegó golpeado por todos lados, el embalaje era pésimo.",1,papeleria
303,"Esperaba mucho más por el precio que pagué. Compré unos audífonos Fabril y las instrucciones de armado están mal traducidas y no calzan con las piezas. Y lo peor: tuve que pagar de mi bolsillo la devolución, algo que no avisaron. Para peor, el tamaño real es bastante menor al que aparece en la descripción.",1,electronica
304,Muy buena compra en general. Quedó espectacular en el living.,4,textil
305,"Cargador rápido de Bosque Design: es correcto sin sorprender, cumple su función.",3,electronica
306,"No lo recomiendo para nada. Compré un aplique de pared Bosque Design y llegó con un rayón visible en la superficie. Además, el material se siente mucho más barato de lo que se ve en las fotos. Y lo peor: no coincide para nada con las medidas publicadas. No compraría de nuevo en esta tienda.",1,iluminacion
307,Muy recomendado. El proceso de compra y despacho fue impecable.,5,mueble
308,"Esperaba mucho más por el precio que pagué. Compré un sillón Lumina y llegó golpeado por todos lados, el embalaje era pésimo. Y lo peor: se despegó una parte a la semana de uso. Además, faltaban tornillos y tuve que comprarlos por mi cuenta. Pedí el reembolso y no pienso volver a comprar acá.",1,mueble
309,Muy buena compra en general. El proceso de compra y despacho fue impecable. Lo único es que venía con una pieza rota dentro de la caja.,4,electronica
310,"Superó mis expectativas. Combina perfecto con el resto de mi decoración. Y de paso, el proceso de compra y despacho fue impecable.",5,papeleria
311,Organizador de escritorio de Casa Sur: cumple lo básico pero nada extraordinario.,3,papeleria
312,"Muy recomendado. La calidad de los materiales superó mis expectativas. Y de paso, llegó antes de lo prometido y muy bien embalado.",5,electronica
313,"Muy decepcionado con esta compra. Compré una repisa Estudio Maule y faltaban tornillos y tuve que comprarlos por mi cuenta. Para peor, no coincide para nada con las medidas publicadas. Además, el acabado tiene burbujas y marcas de fábrica. Por si fuera poco, el color no se parece nada a la foto del sitio.",1,mueble
314,"Una de las peores experiencias de compra que he tenido. Compré una manta Rukan y venía con una pieza rota dentro de la caja. Por si fuera poco, no coincide para nada con las medidas publicadas.",1,textil
315,"Repisa de Estudio Maule: está bien para el precio, aunque esperaba un poco más.",3,mueble
316,"No cumplió del todo mis expectativas. El escritorio de Casa Sur el tamaño real es bastante menor al que aparece en la descripción. Eso sí, combina perfecto con el resto de mi decoración.",2,mueble
317,"Realmente una mala experiencia de principio a fin. Compré un colgante LED Rukan y el material se siente mucho más barato de lo que se ve en las fotos. Por si fuera poco, se despegó una parte a la semana de uso.",1,iluminacion
318,¡Excelente! Es exactamente como se veía en las fotos. También se nota el cuidado en los detalles y terminaciones.,5,iluminacion
319,"Tiene varios detalles que no me convencieron. La cinta LED de Bosque Design el servicio al cliente no respondió ningún correo. Eso sí, la calidad de los materiales superó mis expectativas.",2,iluminacion
320,"Muy decepcionado con esta compra. Compré una cortina Puno Studio y el material se siente mucho más barato de lo que se ve en las fotos. Sumado a eso, el acabado tiene burbujas y marcas de fábrica. Y lo peor: el tamaño real es bastante menor al que aparece en la descripción. Además, llegó golpeado por todos lados, el embalaje era pésimo.",1,textil
321,"Colgante led de Casa Sur: llegó a tiempo, aunque el embalaje podría mejorar.",3,iluminacion
322,"Perfecto, tal cual se describe. El acabado se ve mucho más caro de lo que costó.",5,iluminacion
323,"Tiene varios detalles que no me convencieron. El parlante bluetooth de Lumina el material se siente mucho más barato de lo que se ve en las fotos. Eso sí, el diseño es precioso y funcional a la vez.",2,electronica
324,"Cojín de Fabril: está bien para el precio, aunque esperaba un poco más.",3,textil
325,"Superó mis expectativas. Se nota el cuidado en los detalles y terminaciones. Además, el proceso de compra y despacho fue impecable.",5,papeleria
326,Bastante conforme con el producto. El proceso de compra y despacho fue impecable. Lo único es que el color no se parece nada a la foto del sitio.,4,mueble
327,Superó mis expectativas. Es exactamente como se veía en las fotos.,5,textil
328,"Una de las peores experiencias de compra que he tenido. Compré un teclado mecánico Fabril y faltaban tornillos y tuve que comprarlos por mi cuenta. Para peor, tuve que pagar de mi bolsillo la devolución, algo que no avisaron. Y lo peor: las instrucciones de armado están mal traducidas y no calzan con las piezas. Y lo peor: llegó con un rayón visible en la superficie. Definitivamente no vale lo que cuesta.",1,electronica
329,"Perfecto, tal cual se describe. Combina perfecto con el resto de mi decoración. Y de paso, llegó antes de lo prometido y muy bien embalado.",5,iluminacion
330,"Cojín de Estudio Maule: es correcto sin sorprender, cumple su función.",3,textil
331,"Esperaba mucho más por el precio que pagué. Compré un cojín Tallerín y llegó con un rayón visible en la superficie. Para peor, el material se siente mucho más barato de lo que se ve en las fotos. Y lo peor: llegó golpeado por todos lados, el embalaje era pésimo. No compraría de nuevo en esta tienda.",1,textil
332,"Muy decepcionado con esta compra. Compré una manta Casa Sur y se despegó una parte a la semana de uso. Además, olía fuerte a químico los primeros días. Para peor, tuve que pagar de mi bolsillo la devolución, algo que no avisaron. Definitivamente no vale lo que cuesta.",1,textil
333,Increíble calidad. Llegó antes de lo prometido y muy bien embalado.,5,electronica
334,"Una de las peores experiencias de compra que he tenido. Compré un closet modular Fabril y tuve que pagar de mi bolsillo la devolución, algo que no avisaron. Además, llegó con un rayón visible en la superficie. Por si fuera poco, el material se siente mucho más barato de lo que se ve en las fotos.",1,mueble
335,"No lo recomiendo para nada. Compré una cortina Tallerín y faltaban tornillos y tuve que comprarlos por mi cuenta. Por si fuera poco, las instrucciones de armado están mal traducidas y no calzan con las piezas. Definitivamente no vale lo que cuesta.",1,textil
336,"Perfecto, tal cual se describe. Llegó antes de lo prometido y muy bien embalado. Además, el proceso de compra y despacho fue impecable.",5,mueble
337,"Esperaba mucho más por el precio que pagué. Compré un velador con luz Puno Studio y venía con una pieza rota dentro de la caja. Y lo peor: el acabado tiene burbujas y marcas de fábrica. Además, el tamaño real es bastante menor al que aparece en la descripción.",1,iluminacion
338,Increíble calidad. La calidad de los materiales superó mis expectativas.,5,electronica
339,"Esperaba mucho más por el precio que pagué. Compré un velador con luz Tallerín y el color no se parece nada a la foto del sitio. Sumado a eso, llegó con un rayón visible en la superficie.",1,iluminacion
340,"Realmente una mala experiencia de principio a fin. Compré unos audífonos Cordillera Home y se despegó una parte a la semana de uso. Y lo peor: venía con una pieza rota dentro de la caja. Además, el acabado tiene burbujas y marcas de fábrica. Pedí el reembolso y no pienso volver a comprar acá.",1,electronica
341,"Muy decepcionado con esta compra. Compré un velador con luz Fabril y no coincide para nada con las medidas publicadas. Por si fuera poco, tuve que pagar de mi bolsillo la devolución, algo que no avisaron. Definitivamente no vale lo que cuesta.",1,iluminacion
342,Muy recomendado. Combina perfecto con el resto de mi decoración. También es exactamente como se veía en las fotos.,5,textil
343,"Perfecto, tal cual se describe. El proceso de compra y despacho fue impecable.",5,papeleria
344,"Muy recomendado. Es súper fácil de armar, en 10 minutos estaba listo. También es exactamente como se veía en las fotos.",5,papeleria
345,"Cumple bien lo que promete. El proceso de compra y despacho fue impecable. Lo único es que llegó golpeado por todos lados, el embalaje era pésimo.",4,papeleria
346,"Esperaba algo mejor, la verdad. El cojín de Tallerín llegó golpeado por todos lados, el embalaje era pésimo.",2,textil
347,"Muy decepcionado con esta compra. Compré un cuaderno de diseño Norden y venía con una pieza rota dentro de la caja. Sumado a eso, se despegó una parte a la semana de uso. Además, el acabado tiene burbujas y marcas de fábrica. Por si fuera poco, el servicio al cliente no respondió ningún correo. Una lástima, esperaba mucho más de esta marca.",1,papeleria
348,"Cumple bien lo que promete. Es súper fácil de armar, en 10 minutos estaba listo.",4,mueble
349,"Increíble calidad. El diseño es precioso y funcional a la vez. Y de paso, es súper fácil de armar, en 10 minutos estaba listo.",5,iluminacion
350,"Perfecto, tal cual se describe. Es exactamente como se veía en las fotos. Además, llegó antes de lo prometido y muy bien embalado.",5,electronica
351,,3,iluminacion
352,Bastante conforme con el producto. El proceso de compra y despacho fue impecable. Lo único es que el envío se demoró casi tres semanas más de lo prometido.,4,iluminacion
353,"¡Excelente! Se nota el cuidado en los detalles y terminaciones. Además, la calidad de los materiales superó mis expectativas.",5,mueble
354,"Muy decepcionado con esta compra. Compré unos audífonos Cordillera Home y el material se siente mucho más barato de lo que se ve en las fotos. Sumado a eso, el servicio al cliente no respondió ningún correo. Además, el envío se demoró casi tres semanas más de lo prometido. Para peor, las instrucciones de armado están mal traducidas y no calzan con las piezas. Una lástima, esperaba mucho más de esta marca.",1,electronica
355,"Funda de sofá de Estudio Maule: llegó a tiempo, aunque el embalaje podría mejorar.",3,textil
356,"Tiene varios detalles que no me convencieron. El organizador de escritorio de Norden el tamaño real es bastante menor al que aparece en la descripción. Eso sí, el diseño es precioso y funcional a la vez.",2,papeleria
357,"Perfecto, tal cual se describe. El proceso de compra y despacho fue impecable.",5,electronica
358,"Una de las peores experiencias de compra que he tenido. Compré un block de bocetos Puno Studio y el acabado tiene burbujas y marcas de fábrica. Para peor, el color no se parece nada a la foto del sitio. Pedí el reembolso y no pienso volver a comprar acá.",1,papeleria
359,"No lo recomiendo para nada. Compré una manta Fabril y el envío se demoró casi tres semanas más de lo prometido. Sumado a eso, el acabado tiene burbujas y marcas de fábrica. Además, venía con una pieza rota dentro de la caja. Y lo peor: se despegó una parte a la semana de uso. No compraría de nuevo en esta tienda.",1,textil
360,"¡Excelente! El diseño es precioso y funcional a la vez. Además, la calidad de los materiales superó mis expectativas.",5,textil
361,Bastante conforme con el producto. El proceso de compra y despacho fue impecable.,4,iluminacion
362,"Perfecto, tal cual se describe. El acabado se ve mucho más caro de lo que costó.",5,iluminacion
363,"Repisa de Cordillera Home: llegó a tiempo, aunque el embalaje podría mejorar.",3,mueble
364,"Esperaba mucho más por el precio que pagué. Compré una cinta LED Estudio Maule y el material se siente mucho más barato de lo que se ve en las fotos. Además, olía fuerte a químico los primeros días. Una lástima, esperaba mucho más de esta marca.",1,iluminacion
365,¡Excelente! El acabado se ve mucho más caro de lo que costó.,5,mueble
366,Superó mis expectativas. Se nota el cuidado en los detalles y terminaciones.,5,electronica
367,"Tiene varios detalles que no me convencieron. La lámpara de pie de Puno Studio el material se siente mucho más barato de lo que se ve en las fotos. Eso sí, llegó antes de lo prometido y muy bien embalado.",2,iluminacion
368,Bastante conforme con el producto. Se nota el cuidado en los detalles y terminaciones. Lo único es que el acabado tiene burbujas y marcas de fábrica.,4,mueble
369,Bastante conforme con el producto. La calidad de los materiales superó mis expectativas. Lo único es que el acabado tiene burbujas y marcas de fábrica.,4,mueble
370,"Una de las peores experiencias de compra que he tenido. Compré un velador con luz Cordillera Home y el material se siente mucho más barato de lo que se ve en las fotos. Para peor, las instrucciones de armado están mal traducidas y no calzan con las piezas.",1,iluminacion
371,"Mesa de centro de Tallerín: llegó a tiempo, aunque el embalaje podría mejorar.",3,mueble
372,"Tiene varios detalles que no me convencieron. El cuaderno de diseño de Bosque Design el envío se demoró casi tres semanas más de lo prometido. Eso sí, el acabado se ve mucho más caro de lo que costó.",2,papeleria
373,Bastante conforme con el producto. Se nota el cuidado en los detalles y terminaciones.,4,papeleria
374,Bastante conforme con el producto. El proceso de compra y despacho fue impecable. Lo único es que llegó con un rayón visible en la superficie.,4,mueble
375,"Muy buena compra en general. Es súper fácil de armar, en 10 minutos estaba listo. Lo único es que olía fuerte a químico los primeros días.",4,textil
376,Agenda 2026 de Lumina: el diseño me gusta pero la calidad es regular.,3,papeleria
377,"Una de las peores experiencias de compra que he tenido. Compré un organizador de escritorio Lumina y el servicio al cliente no respondió ningún correo. Sumado a eso, el tamaño real es bastante menor al que aparece en la descripción. Y lo peor: tuve que pagar de mi bolsillo la devolución, algo que no avisaron. Una lástima, esperaba mucho más de esta marca.",1,papeleria
378,No cumplió del todo mis expectativas. El banco de Bosque Design llegó con un rayón visible en la superficie.,2,mueble
379,Increíble calidad. Se nota el cuidado en los detalles y terminaciones. También quedó espectacular en el living.,5,electronica
380,"Una de las peores experiencias de compra que he tenido. Compré una cortina Puno Studio y las instrucciones de armado están mal traducidas y no calzan con las piezas. Además, el material se siente mucho más barato de lo que se ve en las fotos. Además, el servicio al cliente no respondió ningún correo. Además, se despegó una parte a la semana de uso.",1,textil
381,¡Excelente! El acabado se ve mucho más caro de lo que costó.,5,mueble
382,"Una de las peores experiencias de compra que he tenido. Compré un teclado mecánico Cordillera Home y llegó golpeado por todos lados, el embalaje era pésimo. Además, el servicio al cliente no respondió ningún correo. Una lástima, esperaba mucho más de esta marca.",1,electronica
383,"Increíble calidad. Es exactamente como se veía en las fotos. Además, llegó antes de lo prometido y muy bien embalado.",5,mueble
384,"No lo recomiendo para nada. Compré unos audífonos Lumina y olía fuerte a químico los primeros días. Sumado a eso, el servicio al cliente no respondió ningún correo. Definitivamente no vale lo que cuesta.",1,electronica
385,"Muy decepcionado con esta compra. Compré un aplique de pared Puno Studio y faltaban tornillos y tuve que comprarlos por mi cuenta. Por si fuera poco, venía con una pieza rota dentro de la caja. Sumado a eso, el color no se parece nada a la foto del sitio. Además, llegó con un rayón visible en la superficie. Una lástima, esperaba mucho más de esta marca.",1,iluminacion
386,"Perfecto, tal cual se describe. El proceso de compra y despacho fue impecable. Y de paso, combina perfecto con el resto de mi decoración.",5,mueble
387,"Escritorio de Casa Sur: llegó a tiempo, aunque el embalaje podría mejorar.",3,mueble
388,¡Excelente! Se nota el cuidado en los detalles y terminaciones. También combina perfecto con el resto de mi decoración.,5,electronica
389,"Perfecto, tal cual se describe. Se nota el cuidado en los detalles y terminaciones.",5,electronica
390,"Muy recomendado. Es súper fácil de armar, en 10 minutos estaba listo.",5,textil
391,"Perfecto, tal cual se describe. Combina perfecto con el resto de mi decoración.",5,mueble
392,Cumple bien lo que promete. El proceso de compra y despacho fue impecable.,4,mueble
393,"No cumplió del todo mis expectativas. El set de rotuladores de Casa Sur no coincide para nada con las medidas publicadas. Eso sí, el acabado se ve mucho más caro de lo que costó.",2,papeleria
394,"Muy decepcionado con esta compra. Compré un cojín Lumina y el color no se parece nada a la foto del sitio. Para peor, tuve que pagar de mi bolsillo la devolución, algo que no avisaron. Definitivamente no vale lo que cuesta.",1,textil
395,"No lo recomiendo para nada. Compré un velador con luz Cordillera Home y las instrucciones de armado están mal traducidas y no calzan con las piezas. Sumado a eso, el envío se demoró casi tres semanas más de lo prometido.",1,iluminacion
396,"Escritorio de Cordillera Home: llegó a tiempo, aunque el embalaje podría mejorar.",3,mueble
397,"Muy recomendado. El proceso de compra y despacho fue impecable. También es súper fácil de armar, en 10 minutos estaba listo.",5,electronica
398,Bastante conforme con el producto. El diseño es precioso y funcional a la vez. Lo único es que el material se siente mucho más barato de lo que se ve en las fotos.,4,iluminacion
399,Tiene varios detalles que no me convencieron. El closet modular de Fabril las instrucciones de armado están mal traducidas y no calzan con las piezas.,2,mueble
400,"Una de las peores experiencias de compra que he tenido. Compré una lámpara de pie Estudio Maule y el color no se parece nada a la foto del sitio. Y lo peor: olía fuerte a químico los primeros días. Sumado a eso, el acabado tiene burbujas y marcas de fábrica. Por si fuera poco, las instrucciones de armado están mal traducidas y no calzan con las piezas. Pedí el reembolso y no pienso volver a comprar acá.",1,iluminacion
401,"Superó mis expectativas. Se nota el cuidado en los detalles y terminaciones. Y de paso, el diseño es precioso y funcional a la vez.",5,papeleria
402,"Muy decepcionado con esta compra. Compré una agenda 2026 Norden y no coincide para nada con las medidas publicadas. Para peor, el servicio al cliente no respondió ningún correo. Y lo peor: olía fuerte a químico los primeros días. Para peor, el envío se demoró casi tres semanas más de lo prometido.",1,papeleria
403,"Una de las peores experiencias de compra que he tenido. Compré un colgante LED Rukan y el color no se parece nada a la foto del sitio. Por si fuera poco, el material se siente mucho más barato de lo que se ve en las fotos. Y lo peor: no coincide para nada con las medidas publicadas. Pedí el reembolso y no pienso volver a comprar acá.",1,iluminacion
404,Bastante conforme con el producto. Se nota el cuidado en los detalles y terminaciones.,4,mueble
405,Tiene varios detalles que no me convencieron. La mesa de centro de Fabril el envío se demoró casi tres semanas más de lo prometido.,2,mueble
406,"¡Excelente! Es súper fácil de armar, en 10 minutos estaba listo. También el proceso de compra y despacho fue impecable.",5,papeleria
407,"Tiene varios detalles que no me convencieron. El escritorio de Cordillera Home venía con una pieza rota dentro de la caja. Eso sí, combina perfecto con el resto de mi decoración.",2,mueble
408,"Muy recomendado. Combina perfecto con el resto de mi decoración. Y de paso, la calidad de los materiales superó mis expectativas.",5,iluminacion
409,"¡Excelente! Combina perfecto con el resto de mi decoración. Además, el diseño es precioso y funcional a la vez.",5,textil
410,"Superó mis expectativas. Es súper fácil de armar, en 10 minutos estaba listo. Y de paso, el diseño es precioso y funcional a la vez.",5,textil
411,"Esperaba mucho más por el precio que pagué. Compré un banco Norden y el material se siente mucho más barato de lo que se ve en las fotos. Y lo peor: el tamaño real es bastante menor al que aparece en la descripción. Por si fuera poco, el envío se demoró casi tres semanas más de lo prometido. Una lástima, esperaba mucho más de esta marca.",1,mueble
412,"Perfecto, tal cual se describe. El proceso de compra y despacho fue impecable.",5,papeleria
413,"Perfecto, tal cual se describe. El diseño es precioso y funcional a la vez.",5,iluminacion
414,"Realmente una mala experiencia de principio a fin. Compré un escritorio Bosque Design y el servicio al cliente no respondió ningún correo. Sumado a eso, el tamaño real es bastante menor al que aparece en la descripción. Definitivamente no vale lo que cuesta.",1,mueble
415,"Muy recomendado. Es súper fácil de armar, en 10 minutos estaba listo.",5,iluminacion
416,"No lo recomiendo para nada. Compré un teclado mecánico Casa Sur y el envío se demoró casi tres semanas más de lo prometido. Además, se despegó una parte a la semana de uso. Pedí el reembolso y no pienso volver a comprar acá.",1,electronica
417,"Muy decepcionado con esta compra. Compré una funda de sofá Fabril y llegó golpeado por todos lados, el embalaje era pésimo. Y lo peor: el servicio al cliente no respondió ningún correo. Además, no coincide para nada con las medidas publicadas. Una lástima, esperaba mucho más de esta marca.",1,textil
418,Increíble calidad. Combina perfecto con el resto de mi decoración.,5,textil
419,Bastante conforme con el producto. El diseño es precioso y funcional a la vez. Lo único es que el acabado tiene burbujas y marcas de fábrica.,4,iluminacion
420,"No lo recomiendo para nada. Compré un parlante bluetooth Tallerín y llegó golpeado por todos lados, el embalaje era pésimo. Además, venía con una pieza rota dentro de la caja. Además, no coincide para nada con las medidas publicadas. Además, el servicio al cliente no respondió ningún correo.",1,electronica
421,"Perfecto, tal cual se describe. El acabado se ve mucho más caro de lo que costó.",5,electronica
422,"No cumplió del todo mis expectativas. La silla de Puno Studio el material se siente mucho más barato de lo que se ve en las fotos. Eso sí, el proceso de compra y despacho fue impecable.",2,mueble
423,"Superó mis expectativas. La calidad de los materiales superó mis expectativas. Además, es súper fácil de armar, en 10 minutos estaba listo.",5,papeleria
424,"Esperaba mucho más por el precio que pagué. Compré un organizador de escritorio Norden y llegó golpeado por todos lados, el embalaje era pésimo. Para peor, no coincide para nada con las medidas publicadas. Por si fuera poco, el color no se parece nada a la foto del sitio. Definitivamente no vale lo que cuesta.",1,papeleria
425,Increíble calidad. Quedó espectacular en el living.,5,mueble
426,Muy buena compra en general. Llegó antes de lo prometido y muy bien embalado.,4,electronica
427,"No cumplió del todo mis expectativas. La mesa de centro de Lumina el servicio al cliente no respondió ningún correo. Eso sí, se nota el cuidado en los detalles y terminaciones.",2,mueble
428,Increíble calidad. El acabado se ve mucho más caro de lo que costó.,5,textil
429,"Tiene varios detalles que no me convencieron. El parlante bluetooth de Casa Sur el envío se demoró casi tres semanas más de lo prometido. Eso sí, combina perfecto con el resto de mi decoración.",2,electronica
430,No cumplió del todo mis expectativas. El closet modular de Cordillera Home el envío se demoró casi tres semanas más de lo prometido.,2,mueble
431,Tiene varios detalles que no me convencieron. La funda de sofá de Bosque Design venía con una pieza rota dentro de la caja.,2,textil
432,"Superó mis expectativas. Es exactamente como se veía en las fotos. Además, combina perfecto con el resto de mi decoración.",5,mueble
433,"No cumplió del todo mis expectativas. El set de rotuladores de Puno Studio las instrucciones de armado están mal traducidas y no calzan con las piezas. Eso sí, llegó antes de lo prometido y muy bien embalado.",2,papeleria
434,"Una de las peores experiencias de compra que he tenido. Compré un set de rotuladores Tallerín y no coincide para nada con las medidas publicadas. Por si fuera poco, tuve que pagar de mi bolsillo la devolución, algo que no avisaron. Para peor, faltaban tornillos y tuve que comprarlos por mi cuenta. Pedí el reembolso y no pienso volver a comprar acá.",1,papeleria
435,"Perfecto, tal cual se describe. La calidad de los materiales superó mis expectativas.",5,textil
436,"Muy recomendado. Es exactamente como se veía en las fotos. Y de paso, el proceso de compra y despacho fue impecable.",5,papeleria
437,"Realmente una mala experiencia de principio a fin. Compré un colgante LED Rukan y llegó con un rayón visible en la superficie. Sumado a eso, el servicio al cliente no respondió ningún correo. Y lo peor: el color no se parece nada a la foto del sitio. Definitivamente no vale lo que cuesta.",1,iluminacion
438,Tiene varios detalles que no me convencieron. El block de bocetos de Puno Studio venía con una pieza rota dentro de la caja.,2,papeleria
439,"Esperaba algo mejor, la verdad. La lámpara de pie de Fabril faltaban tornillos y tuve que comprarlos por mi cuenta.",2,iluminacion
440,"Increíble calidad. Es súper fácil de armar, en 10 minutos estaba listo. También se nota el cuidado en los detalles y terminaciones.",5,electronica
441,"Muy decepcionado con esta compra. Compré una mesa de centro Lumina y faltaban tornillos y tuve que comprarlos por mi cuenta. Para peor, el acabado tiene burbujas y marcas de fábrica. Pedí el reembolso y no pienso volver a comprar acá.",1,mueble
442,Cumple bien lo que promete. La calidad de los materiales superó mis expectativas.,4,mueble
443,"Realmente una mala experiencia de principio a fin. Compré una repisa Lumina y faltaban tornillos y tuve que comprarlos por mi cuenta. Además, llegó golpeado por todos lados, el embalaje era pésimo.",1,mueble
444,¡Excelente! El proceso de compra y despacho fue impecable.,5,textil
445,Muy recomendado. Quedó espectacular en el living.,5,papeleria
446,"No lo recomiendo para nada. Compré una repisa Puno Studio y llegó con un rayón visible en la superficie. Además, el acabado tiene burbujas y marcas de fábrica. Una lástima, esperaba mucho más de esta marca.",1,mueble
447,Bastante conforme con el producto. Llegó antes de lo prometido y muy bien embalado.,4,mueble
